"Reference","Latitude","Longitude"
"TBM1998061503",27.995,-82.6335
"TBM1998091102",27.838167,-82.5405
"TBM1998091103",27.941333,-82.547167
"TBM1998091105",27.971333,-82.582667
"TBM1998091402",27.913333,-82.675833
"TBM1998091403",27.949167,-82.723833
"TBM1998081701",27.95,-82.7225
"TBM1998081301",27.949667,-82.723667
"TBM1998091405",27.995833,-82.634167
"TBM1998092101",27.874333,-82.598
"TBM1998100707",27.855667,-82.592667
"TBM1998100709",27.886667,-82.582167
"TBM1998101201",27.9035,-82.6335
"TBM1998081303",27.91,-82.643167
"TBM1998091401",27.902333,-82.642333
"TBM1998091404",27.958833,-82.707833
"TBM1998100710",27.956833,-82.644333
"TBM1998100711",28.0275,-82.671167
"TBM1998101203",27.873,-82.609
"TBM1998101301",27.960167,-82.701667
"TBM1998101308",27.937167,-82.5355
"TBM1998110207",27.871333,-82.535
"TBM1998110208",27.878333,-82.531667
"TBM1998110304",27.881667,-82.539167
"TBM1998110402",27.9565,-82.630333
"TBM1998041505",27.959667,-82.703833
"TBM1998110405",28.006,-82.664333
"TBM1998110409",27.955667,-82.716333
"TBM1998110415",27.984333,-82.613
"TBM1998110401",27.9665,-82.649667
"TBM1998110403",27.921333,-82.574167
"TBM1998110406",27.945833,-82.718333
"TBM1998110408",27.973,-82.594333
"TBM1998101305",27.936,-82.72
"TBM1998101317",28.011,-82.656167
"TBM1998110303",27.8665,-82.538667
"TBM1998120404",27.877167,-82.596167
"TBM1998120406",27.903333,-82.640833
"TBM1998120801",28.006833,-82.663833
"TBM1998120807",27.975667,-82.577667
"TBM1998120810",27.9645,-82.665333
"TBM1998110411",27.973333,-82.605167
"TBM1998120402",27.864667,-82.5995
"TBM1998120811",27.995,-82.661
"TBM1999010504",27.975333,-82.584
"TBM1999011205",27.919333,-82.688
"TBM1999020103",27.888833,-82.622167
"TBM1999020104",27.875333,-82.600667
"TBM1999021509",27.911833,-82.660167
"TBM1999030208",27.973167,-82.609
"TBM1999031204",27.864833,-82.600833
"TBM1999031206",27.9265,-82.532167
"TBM1999040208",27.923333,-82.534667
"TBM1998091104",27.983167,-82.618333
"TBM1998101302",27.9525,-82.718833
"TBM1999010502",27.971333,-82.687
"TBM1999011203",27.921833,-82.6965
"TBM1999011210",27.889,-82.624
"TBM1999020105",27.875833,-82.5925
"TBM1999021103",27.846,-82.544833
"TBM1999021503",27.930167,-82.703
"TBM1999030211",28.010333,-82.654333
"TBM1999031201",27.881833,-82.539333
"TBM1999040202",27.973833,-82.600833
"TBM1999050408",27.839167,-82.536667
"TBM1999051402",27.946333,-82.722
"TBM1999051406",28.006333,-82.637833
"TBM1999052002",27.913667,-82.6755
"TBM1999060404",27.834333,-82.588167
"TBM1999060406",27.8735,-82.595667
"TBM1999060408",27.8335,-82.5355
"TBM1999060911",27.927333,-82.533
"TBM1999061602",27.9575,-82.7085
"TBM1999061606",27.926333,-82.692
"TBM1999061612",27.910333,-82.653833
"TBM1999061615",27.964167,-82.663333
"TBM1999061619",27.998,-82.656667
"TBM1998120408",27.927,-82.6905
"TBM1998120701",27.8265,-82.590333
"TBM1999011208",27.907333,-82.633833
"TBM1999021502",27.992667,-82.635167
"TBM1999021511",27.905,-82.6325
"TBM1999030206",27.956333,-82.7165
"TBM1999010503",27.9625,-82.691833
"TBM1999030202",27.967667,-82.6885
"TBM1999031205",27.889833,-82.6375
"TBM1999041302",27.8765,-82.597667
"TBM1999041315",27.908833,-82.632
"TBM1999020102",27.888833,-82.622167
"TBM1999041412",27.842833,-82.591833
"TBM1999050404",27.8815,-82.538833
"TBM1999050409",27.839833,-82.536667
"TBM1999051404",28.017667,-82.6665
"TBM1998120410",27.912167,-82.653
"TBM1999021102",27.832833,-82.584333
"TBM1999011201",27.924,-82.531667
"TBM1999021504",27.954167,-82.718833
"TBM1999030210",27.979333,-82.605667
"TBM1999030212",28.020333,-82.684167
"TBM1999041309",27.9075,-82.629667
"TBM1999061610",27.917833,-82.661
"TBM2004091303",27.91305,-82.6716
"TBM1997120802",28.0045,-82.638833
"TBM2004100101",27.97395,-82.58845
"TBM2004100102",27.9703,-82.618033
"TBM2004100103",27.964433,-82.648567
"TBM2004100104",27.937767,-82.649583
"TBM2004100106",27.863717,-82.542167
"TBM2004100301",27.885917,-82.623033
"TBM2004100305",27.825317,-82.591767
"TBM2004101101",28.0034,-82.637617
"TBM2004101902",27.844433,-82.594067
"TBM2004101904",27.837233,-82.591833
"TBM2004101906",27.845833,-82.594133
"TBM2004101907",27.848417,-82.59555
"TBM2004101908",27.854217,-82.596067
"TBM2004110905",27.832417,-82.58325
"TBM2004111103",27.964533,-82.664517
"TBM2004111202",27.998483,-82.676783
"TBM2004111204",27.945817,-82.67735
"TBM2004111706",27.838017,-82.592317
"TBM2004111707",27.841933,-82.591683
"TBM2004120205",27.914533,-82.532967
"TBM2004121202",27.827917,-82.589567
"TBM2004121203",27.8598,-82.5963
"TBM2004121204",27.863917,-82.545067
"TBM2004100105",27.895817,-82.5369
"TBM2004101106",27.9341,-82.716033
"TBM2004101105",27.937883,-82.722267
"TBM2004101903",27.84005,-82.593533
"TBM2004101905",27.837767,-82.58645
"TBM2004110903",27.83235,-82.562067
"TBM2004111102",27.903917,-82.534017
"TBM2004101901",27.8549,-82.596717
"TBM2004111201",27.985917,-82.650033
"TBM2004111203",27.9693,-82.691633
"TBM2004111705",27.85755,-82.591217
"TBM2004120103",27.926783,-82.704417
"TBM2004120105",27.961817,-82.568517
"TBM2004120204",27.929,-82.534133
"TBM2004101104",28.004967,-82.664617
"TBM2004110209",27.832533,-82.575017
"TBM2004110901",27.836067,-82.58925
"TBM2004111207",27.975933,-82.600217
"TBM2004111701",27.8343,-82.58935
"TBM2004111708",27.82915,-82.5895
"TBM2004111205",27.920117,-82.604083
"TBM2004120206",27.893867,-82.540783
"TBM2004111101",27.940317,-82.5503
"TBM2004111702",27.849183,-82.597067
"TBM2004121502",27.8532,-82.596667
"TBM2004121505",27.84325,-82.5947
"TBM2004120104",27.924733,-82.69275
"TBM2004120101",27.985317,-82.6854
"TBM1998120805",27.999167,-82.6325
"TBM1999021507",27.9095,-82.645833
"TBM1999030204",27.946,-82.721
"TBM1999031202",27.8475,-82.551833
"TBM1999040207",27.939167,-82.540833
"TBM1999051401",27.9615,-82.6915
"TBM2004121504",27.849067,-82.595917
"TBM2004121506",27.841817,-82.586717
"TBM2004121507",27.831533,-82.58845
"TBM1999041307",27.890667,-82.5875
"TBM1999060910",27.9145,-82.533167
"TBM1999071608",27.951,-82.5475
"TBM1999071609",27.962333,-82.692833
"TBM1999072103",27.875167,-82.5935
"TBM1999072301",27.873667,-82.606333
"TBM1999072302",27.891667,-82.633
"TBM1999072303",27.904833,-82.633167
"TBM1999080302",27.8785,-82.5325
"TBM1999080307",27.8525,-82.554833
"TBM1999080308",27.895833,-82.539333
"TBM1999080507",27.949833,-82.545333
"TBM1999080508",27.956167,-82.546
"TBM1999081303",27.91,-82.6335
"TBM1999081304",27.874667,-82.606
"TBM1999090803",27.965833,-82.690833
"TBM1999090812",27.984167,-82.609167
"TBM1999091307",27.864833,-82.597667
"TBM1999100609",27.958833,-82.625
"TBM1999100613",27.928833,-82.608833
"TBM1999100616",27.916667,-82.535333
"TBM1999100619",27.896833,-82.532167
"TBM1999100620",27.878167,-82.532167
"TBM1999100621",27.866333,-82.566
"TBM1999072304",27.910667,-82.644667
"TBM1999080509",27.9355,-82.5375
"TBM1999080510",27.926333,-82.533667
"TBM1999090801",27.9375,-82.7175
"TBM1999090804",28.009167,-82.654167
"TBM1999072101",27.864667,-82.601667
"TBM1999100605",27.948667,-82.677833
"TBM1999100807",27.851667,-82.590667
"TBM1999101202",28.010833,-82.655167
"TBM1999090814",27.990833,-82.619167
"TBM1999101108",27.8955,-82.639833
"TBM1999101203",27.969833,-82.573167
"TBM1999110104",27.843667,-82.5415
"TBM1999110209",27.915667,-82.6835
"TBM1999110211",27.955833,-82.718667
"TBM1999101109",27.895167,-82.631
"TBM1999110110",27.896833,-82.5375
"TBM1999110202",28.03,-82.681667
"TBM1999110207",27.9125,-82.671
"TBM1999111003",27.864667,-82.596
"TBM1999110101",27.878,-82.532
"TBM1999111005",27.865667,-82.593333
"TBM1999111007",27.915,-82.603667
"TBM1999111011",27.929333,-82.533
"TBM1999120102",27.912167,-82.673667
"TBM1999120103",27.9235,-82.686333
"TBM1999120107",27.9725,-82.580167
"TBM1999120301",27.883333,-82.536833
"TBM1999120305",27.826667,-82.591333
"TBM1999120310",27.881833,-82.615667
"TBM1999101105",27.9,-82.636333
"TBM1999111009",27.965833,-82.594167
"TBM1999111012",27.911333,-82.550833
"TBM1999120106",27.974833,-82.601167
"TBM2000011201",27.945167,-82.721333
"TBM2000011203",27.962667,-82.688833
"TBM2000011204",27.995,-82.679
"TBM2000011205",27.991667,-82.6285
"TBM2000011903",27.884833,-82.539833
"TBM2000011916",27.897167,-82.640667
"TBM2000020305",27.845333,-82.549333
"TBM2000020308",27.873667,-82.598833
"TBM2000021507",27.963667,-82.682333
"TBM2000030306",27.876333,-82.5985
"TBM2000031501",27.9735,-82.601
"TBM2000031504",28.010667,-82.654667
"TBM2000031506",27.974167,-82.688333
"TBM1999110210",27.922833,-82.694
"TBM1999120104",27.946,-82.722
"TBM2000011206",27.971,-82.604833
"TBM2000011305",27.845667,-82.554833
"TBM1999120311",27.927333,-82.533167
"TBM1999111006",27.8925,-82.588333
"TBM1999120101",27.9095,-82.625833
"TBM2000021502",27.996,-82.6435
"TBM2000021506",28.030167,-82.686
"TBM2000041311",27.9735,-82.601
"TBM2000041313",27.973833,-82.595167
"TBM2000041906",27.877833,-82.532333
"TBM2000041907",27.8275,-82.589833
"TBM2000011306",27.844167,-82.553333
"TBM2000020307",27.924667,-82.645667
"TBM2000022201",28.025,-82.665667
"TBM2000021503",28.005667,-82.665167
"TBM2000030103",27.864,-82.5425
"TBM2000041715",27.997833,-82.636
"TBM2000041905",27.863167,-82.544333
"TBM2000051001",27.998333,-82.633333
"TBM2000051003",28,-82.655
"TBM2000051005",28.009167,-82.654167
"TBM1999120105",27.963167,-82.6835
"TBM2000041708",27.855333,-82.596667
"TBM2000041303",27.9115,-82.661
"TBM2000051207",27.879167,-82.532167
"TBM2000051208",27.883,-82.534167
"TBM2000051503",27.905667,-82.638333
"TBM2000051502",27.961667,-82.573167
"TBM2000060209",27.8945,-82.638167
"TBM2000060210",27.961833,-82.572
"TBM2000060211",27.935167,-82.5355
"TBM2000041307",27.9625,-82.572333
"TBM2000030308",27.912,-82.658833
"TBM2000062601",27.999667,-82.6765
"TBM2000062610",27.8975,-82.638167
"TBM2000070602",27.980833,-82.6925
"TBM2000070606",27.9195,-82.687833
"TBM2000071311",27.890833,-82.644833
"TBM2000071313",27.883,-82.621167
"TBM2000071417",27.965167,-82.566333
"TBM2000011202",27.959333,-82.692667
"TBM2000011911",27.877333,-82.592
"TBM2000041714",27.9795,-82.609
"TBM2000062607",28.0095,-82.639
"TBM2000062612",27.9715,-82.6075
"TBM2000051504",27.903667,-82.646833
"TBM2000051702",27.997167,-82.681
"TBM2000060207",27.836333,-82.582833
"TBM2000070605",27.922667,-82.688333
"TBM2000071805",27.941333,-82.546333
"TBM2000070603",27.960167,-82.701333
"TBM2000071803",27.880167,-82.532333
"TBM2000071804",27.8825,-82.5395
"TBM2000080402",27.914167,-82.535
"TBM2000080405",27.9255,-82.694833
"TBM2005010601",27.909367,-82.653083
"TBM2005011101",27.938017,-82.723283
"TBM2005011106",27.926083,-82.54035
"TBM2005011203",27.8821,-82.533483
"TBM2005011402",27.8349,-82.583067
"TBM2005011405",27.83995,-82.593067
"TBM2005020102",27.863367,-82.5451
"TBM2005020106",27.864967,-82.603433
"TBM2005020406",28.00665,-82.675533
"TBM2005020703",27.940583,-82.542733
"TBM2005020705",27.9509,-82.718367
"TBM2005020707",27.908417,-82.628283
"TBM2005020708",27.88675,-82.613433
"TBM2005021402",27.839017,-82.592917
"TBM2005021404",27.85275,-82.59675
"TBM2005021407",27.838783,-82.59245
"TBM2005030405",27.948917,-82.720333
"TBM2000070604",27.924667,-82.688667
"TBM2000080404",27.96,-82.7025
"TBM2000080804",28.009333,-82.654333
"TBM2000080807",27.993667,-82.683833
"TBM2000081005",27.867,-82.605
"TBM2000091201",27.876167,-82.596333
"TBM2000091306",27.91,-82.654667
"TBM2005010603",28.030317,-82.690883
"TBM2005011103",27.913533,-82.6684
"TBM2005011107",27.95605,-82.567067
"TBM2005011401",27.857867,-82.59615
"TBM2005011403",27.832167,-82.588567
"TBM2005011406",27.847917,-82.596617
"TBM2005020405",28.017,-82.667533
"TBM2005020701",27.892283,-82.585917
"TBM2005020706",27.935017,-82.715833
"TBM2005010804",27.841533,-82.567467
"TBM2005011102",27.927633,-82.706583
"TBM2005011105",27.929683,-82.642133
"TBM2005011108",27.950233,-82.598083
"TBM2005011404",27.837067,-82.5895
"TBM2005020104",27.832367,-82.562317
"TBM2005021403",27.848517,-82.595483
"TBM2005021408",27.8288,-82.589233
"TBM2005030406",27.938017,-82.723567
"TBM2005030902",27.9621,-82.685817
"TBM2005031401",27.830517,-82.586083
"TBM2005031403",27.838617,-82.587633
"TBM2000080412",27.8795,-82.532333
"TBM2000080812",27.983167,-82.6915
"TBM2005011104",27.921517,-82.665217
"TBM2005020401",27.957483,-82.715
"TBM2005020101",27.876633,-82.5964
"TBM2005020403",27.965617,-82.657033
"TBM2005030407",27.9069,-82.630167
"TBM2005030408",27.8979,-82.5911
"TBM2005030903",27.969567,-82.6906
"TBM2005031404",27.845833,-82.5941
"TBM2005031405",27.848133,-82.595433
"TBM2005020702",27.93215,-82.579617
"TBM2005010602",27.963383,-82.675367
"TBM2005021405",27.851017,-82.5965
"TBM2005030404",27.945617,-82.551333
"TBM2005021401",27.836667,-82.58865
"TBM2000091108",27.839833,-82.540667
"TBM2000091302",27.910333,-82.644
"TBM2000091401",28.010333,-82.678333
"TBM2000091403",27.914,-82.5345
"TBM2005020402",27.911433,-82.655617
"TBM2005030402",27.8993,-82.539533
"TBM2005030403",27.9368,-82.540783
"TBM2005030904",27.990583,-82.684717
"TBM2005030906",28.0249,-82.665383
"TBM2005021406",27.849067,-82.595867
"TBM2005031402",27.834383,-82.588483
"TBM2000091308",27.913333,-82.672167
"TBM2000100201",27.906167,-82.649833
"TBM2000100202",27.908333,-82.645667
"TBM2000100203",27.914333,-82.6715
"TBM2000100302",27.854167,-82.5965
"TBM2000100303",27.906667,-82.532333
"TBM2000100304",27.9515,-82.547333
"TBM2000100305",27.897167,-82.533167
"TBM2000100413",27.8485,-82.5955
"TBM2000100418",27.864833,-82.545667
"TBM2005040201",27.8749,-82.606767
"TBM2005040504",27.897867,-82.6377
"TBM2005040505",27.981133,-82.69285
"TBM2000100405",27.970667,-82.575333
"TBM2000110609",27.836667,-82.557333
"TBM2000111308",27.909833,-82.646333
"TBM2000111309",27.8775,-82.592
"TBM2000112104",27.959,-82.565833
"TBM2000100408",27.971,-82.669
"TBM2000091402",28.023333,-82.666
"TBM2000091304",27.912333,-82.636833
"TBM2000100204",27.925667,-82.692333
"TBM2000100207",28.017667,-82.6665
"TBM2000110611",27.835167,-82.589
"TBM2000111304",27.938167,-82.556833
"TBM2000112102",27.926833,-82.698333
"TBM2000112105",27.998167,-82.6715
"TBM2000112106",28.020333,-82.666833
"TBM2000112902",27.970833,-82.582833
"TBM2000120105",27.881167,-82.6075
"TBM2000120112",27.848833,-82.589667
"TBM2000122101",27.881833,-82.54
"TBM2000122104",27.848,-82.555
"TBM2000122111",27.929667,-82.534167
"TBM2001010102",27.879317,-82.608033
"TBM2001010903",27.927667,-82.691167
"TBM2001010904",27.921667,-82.695333
"TBM2001011002",27.96305,-82.556967
"TBM2000111306",27.893833,-82.638
"TBM2000112107",28.028,-82.666167
"TBM2000110607",27.839833,-82.537667
"TBM2000120101",27.908167,-82.651667
"TBM2000120803",27.920167,-82.688167
"TBM2000100403",27.956333,-82.575333
"TBM2000112103",27.962167,-82.6465
"TBM2000110801",27.8665,-82.574667
"TBM2000120809",27.961333,-82.690833
"TBM2001010203",27.852083,-82.55485
"TBM2001021201",27.896933,-82.627017
"TBM2001021303",27.908567,-82.651217
"TBM2001021306",28.006467,-82.664033
"TBM2000120812",27.996833,-82.676333
"TBM2001010103",27.878867,-82.5959
"TBM2001010901",27.987833,-82.686
"TBM2001011001",27.934967,-82.541217
"TBM2001021304",27.905367,-82.648333
"TBM2001021307",28.009267,-82.65475
"TBM2000120102",27.913,-82.6655
"TBM2001030902",27.946367,-82.722483
"TBM2001030904",27.91275,-82.671417
"TBM2001030907",27.980083,-82.609183
"TBM2001031006",27.939133,-82.53845
"TBM2001010902",27.924833,-82.689667
"TBM2001021302",27.933833,-82.709967
"TBM2001030901",27.963417,-82.684783
"TBM2001030903",27.918567,-82.687533
"TBM2001030905",27.910433,-82.644517
"TBM2001031001",27.8726,-82.603333
"TBM2001040203",28.003067,-82.665033
"TBM2001040206",28.02005,-82.684217
"TBM2001040303",27.87,-82.603933
"TBM2001040304",27.864733,-82.5997
"TBM2001040601",27.971233,-82.608033
"TBM2001040605",27.99905,-82.6545
"TBM2001030604",27.825317,-82.592833
"TBM2001040204",28.007667,-82.676567
"TBM2001051305",28.008133,-82.676767
"TBM2001021301",27.953233,-82.720183
"TBM2001011003",27.869,-82.542083
"TBM2001031003",27.913633,-82.668117
"TBM2000122106",27.863167,-82.5445
"TBM2001010205",27.86555,-82.5431
"TBM2001010905",27.991167,-82.6225
"TBM2001060402",27.864517,-82.5458
"TBM2001040602",27.909433,-82.65
"TBM2001050106",27.876617,-82.58975
"TBM2001051301",27.965267,-82.657467
"TBM2001051304",28.018833,-82.666433
"TBM2001051401",27.960117,-82.569133
"TBM2001060401",27.868167,-82.5365
"TBM2001040201",27.970717,-82.582167
"TBM2001040202",27.971183,-82.602133
"TBM2001051302",27.9881,-82.686183
"TBM2001061103",27.90365,-82.535917
"TBM2001061105",27.966967,-82.565567
"TBM2001061401",27.992517,-82.681333
"TBM2001061402",27.953117,-82.720883
"TBM2001051402",27.972417,-82.595217
"TBM2005040203",27.877017,-82.531683
"TBM2005040206",27.8331,-82.535183
"TBM2005040902",27.912433,-82.562433
"TBM2005040904",27.923317,-82.678533
"TBM2005040905",27.9249,-82.700817
"TBM2005041404",27.836383,-82.588417
"TBM2005041405",27.843233,-82.5957
"TBM2005041406",27.847383,-82.596017
"TBM2005041407",27.8479,-82.5944
"TBM2005050304",27.8444,-82.5435
"TBM2005050305",27.851733,-82.596417
"TBM2005050306",27.867483,-82.60505
"TBM2005050401",27.970733,-82.608983
"TBM2005051001",27.883467,-82.53765
"TBM2005051002",27.941183,-82.718533
"TBM2005051005",27.939883,-82.558733
"TBM2005051009",27.875433,-82.5757
"TBM2005051301",27.829217,-82.58945
"TBM2005051303",27.8334,-82.588017
"TBM2005051305",27.8385,-82.592317
"TBM2005040901",27.905467,-82.570533
"TBM2005041401",27.8518,-82.5947
"TBM2005041403",27.836167,-82.5892
"TBM2005050402",27.957367,-82.709383
"TBM2005051003",27.915967,-82.683533
"TBM2005051004",27.91475,-82.675217
"TBM2005051007",27.915917,-82.5358
"TBM2005040503",27.889633,-82.628283
"TBM2005070201",27.971333,-82.608517
"TBM2005070204",27.889383,-82.627667
"TBM2005070208",27.974433,-82.665467
"TBM2005070901",27.85765,-82.553933
"TBM2005071002",27.9266,-82.705517
"TBM2005071004",27.968433,-82.576317
"TBM2001061303",27.870867,-82.602833
"TBM2001061305",27.919483,-82.612467
"TBM2001061306",27.905517,-82.648167
"TBM2001061403",27.910317,-82.64485
"TBM2001071202",27.87645,-82.591067
"TBM2001071301",27.9024,-82.639333
"TBM2001071303",27.93345,-82.716583
"TBM2001071304",27.957917,-82.712967
"TBM2001071401",27.847717,-82.55515
"TBM2001071402",27.868133,-82.53805
"TBM2001071403",27.96315,-82.595567
"TBM2001071405",27.916,-82.682617
"TBM2005051008",27.8563,-82.590517
"TBM2005051302",27.8307,-82.5887
"TBM2005060301",27.919067,-82.551083
"TBM2005060304",27.937417,-82.700283
"TBM2005060307",27.901667,-82.643983
"TBM2005060502",27.97295,-82.607867
"TBM2005060504",27.9133,-82.667933
"TBM2005061503",27.83465,-82.589333
"TBM2005061504",27.847267,-82.594817
"TBM2005070202",27.923917,-82.641633
"TBM2005070203",27.8907,-82.6328
"TBM2005040501",27.970083,-82.580233
"TBM2005040502",27.959967,-82.571683
"TBM2005040906",27.9271,-82.705717
"TBM2005050303",27.844567,-82.552667
"TBM2005060305",27.918633,-82.687383
"TBM2005060503",27.97415,-82.59875
"TBM2001061104",27.972417,-82.6086
"TBM2001061302",27.8676,-82.604917
"TBM2001061304",27.875417,-82.6041
"TBM2001061404",27.910833,-82.628933
"TBM2001071306",28.0104,-82.640133
"TBM2001071404",27.923083,-82.69675
"TBM2001051405",27.843167,-82.542617
"TBM2001071203",27.837333,-82.536767
"TBM2001071305",27.95675,-82.712717
"TBM2005061204",27.833383,-82.5626
"TBM2005070206",27.937267,-82.54545
"TBM2005070207",27.961467,-82.5692
"TBM2005040907",27.830683,-82.581283
"TBM2005050404",27.9939,-82.683633
"TBM2005051304",27.840767,-82.588
"TBM2005060306",27.9059,-82.649983
"TBM2005061501",27.829783,-82.587717
"TBM2005070205",27.94105,-82.547833
"TBM2005040205",27.84475,-82.55325
"TBM2005040903",27.927,-82.533317
"TBM2005061201",27.828433,-82.588833
"TBM2005061206",27.865383,-82.54505
"TBM2001080301",27.874633,-82.5968
"TBM2001080602",27.9615,-82.69035
"TBM2001080604",27.9725,-82.607533
"TBM2005040908",27.84085,-82.564867
"TBM2005060303",27.943583,-82.6429
"TBM2005060501",27.983,-82.616933
"TBM2005060505",27.9134,-82.668467
"TBM2005050302",27.833117,-82.554283
"TBM2001081201",27.865333,-82.566367
"TBM2001081207",27.947783,-82.5441
"TBM2001090202",28.007567,-82.63915
"TBM2005070906",27.8368,-82.583067
"TBM2005071003",27.916433,-82.683917
"TBM2001080303",27.869183,-82.535083
"TBM2000021501",27.9705,-82.618167
"TBM2001080601",27.924283,-82.692933
"TBM2001090203",27.980667,-82.6853
"TBM2001090204",27.972617,-82.611967
"TBM2001090205",27.976033,-82.594183
"TBM2001090703",27.86495,-82.596883
"TBM2001081204",27.916933,-82.67705
"TBM2001090702",27.882967,-82.533667
"TBM2001091203",27.964633,-82.66585
"TBM2001091205",27.900917,-82.639817
"TBM2001100103",27.8598,-82.595983
"TBM2001100106",27.867567,-82.54185
"TBM2001100602",27.9701,-82.653017
"TBM2001100603",27.889283,-82.6181
"TBM2001100605",27.90835,-82.564533
"TBM2001100606",27.844417,-82.5845
"TBM2001090701",27.882683,-82.534367
"TBM2001081206",27.981833,-82.617283
"TBM2001091204",27.953217,-82.695817
"TBM2001100604",27.883883,-82.6099
"TBM2001100607",27.838,-82.581683
"TBM2001101303",28.005017,-82.675017
"TBM2001111002",27.881533,-82.539583
"TBM2001111003",27.8804,-82.532283
"TBM2001111004",27.84655,-82.552367
"TBM2001111302",27.971317,-82.609083
"TBM2001111308",27.971033,-82.631117
"TBM2001111501",27.871233,-82.609867
"TBM2001120702",27.99075,-82.6848
"TBM2001120703",27.987283,-82.687617
"TBM2001120705",27.96285,-82.572483
"TBM2001100601",27.972417,-82.679683
"TBM2001101305",27.99525,-82.6238
"TBM2001111303",27.961083,-82.693383
"TBM2001111307",27.941983,-82.622517
"TBM2001111502",27.887817,-82.620683
"TBM2001081203",27.923083,-82.6546
"TBM2001111306",27.90835,-82.542567
"TBM2005071404",27.846083,-82.593833
"TBM2001120706",27.978367,-82.606883
"TBM2001120906",27.873,-82.6025
"TBM2005071401",27.8305,-82.588683
"TBM2005071402",27.832267,-82.583267
"TBM2005071403",27.84235,-82.587567
"TBM2005071501",27.873533,-82.599933
"TBM2005080205",27.9754,-82.5754
"TBM2005080405",27.877617,-82.5929
"TBM2005080501",27.893483,-82.5412
"TBM2005080502",27.931383,-82.535633
"TBM2005080503",27.9511,-82.551583
"TBM2005080504",27.96545,-82.5787
"TBM2005080505",27.94365,-82.665983
"TBM2005080701",27.85005,-82.566283
"TBM2005080702",27.821467,-82.58975
"TBM2005081302",27.837233,-82.589383
"TBM2005081303",27.8374,-82.59
"TBM2005081304",27.843567,-82.593483
"TBM2005081305",27.854317,-82.596367
"TBM2005081306",27.85585,-82.5933
"TBM2005081403",27.86385,-82.544867
"TBM2005080204",27.973583,-82.604133
"TBM2005080507",27.8982,-82.627633
"TBM2005090406",28.021883,-82.665417
"TBM2005090603",27.836833,-82.58315
"TBM2005090604",27.871133,-82.608333
"TBM2005090605",27.88305,-82.6202
"TBM2005080506",27.916833,-82.6159
"TBM2005081401",27.872717,-82.5331
"TBM2005090402",27.9193,-82.688017
"TBM2005090403",27.980667,-82.692767
"TBM2005071407",27.853983,-82.596617
"TBM2005090606",27.875317,-82.600583
"TBM2005090902",27.956033,-82.6128
"TBM2005090903",27.9069,-82.633933
"TBM2005090905",27.916433,-82.616633
"TBM2005090906",27.886833,-82.613183
"TBM2005090907",27.97035,-82.617567
"TBM2005091401",27.854067,-82.59665
"TBM2005091402",27.8455,-82.59395
"TBM2005091403",27.84345,-82.588117
"TBM2005100502",27.963967,-82.682633
"TBM2005100504",27.954133,-82.705583
"TBM2005100505",27.9457,-82.719033
"TBM2005100601",27.9067,-82.63405
"TBM2005100603",27.916367,-82.683817
"TBM2005100706",27.832533,-82.56145
"TBM2005081308",27.828433,-82.589333
"TBM2005090404",27.988883,-82.68545
"TBM2005091001",27.864067,-82.540933
"TBM2005091406",27.838467,-82.593617
"TBM2005091407",27.8367,-82.58945
"TBM2005091408",27.829383,-82.58945
"TBM2005100501",28.02445,-82.665167
"TBM2005080206",28.024483,-82.66515
"TBM2005100508",27.9167,-82.64355
"TBM2005081501",27.892067,-82.58735
"TBM2005090901",27.983967,-82.626667
"TBM2005100506",27.945917,-82.7216
"TBM2005100604",27.9344,-82.71705
"TBM2005101303",27.848567,-82.5951
"TBM2005101305",27.852983,-82.59675
"TBM2005101307",27.83935,-82.584783
"TBM2005101301",27.836,-82.589217
"TBM2005090904",27.91885,-82.5974
"TBM2005100507",27.918433,-82.63885
"TBM2005101302",27.837583,-82.5912
"TBM2005101308",27.836717,-82.58285
"TBM2002010402",27.972517,-82.61165
"TBM2002010903",27.9236,-82.53175
"TBM2002010904",27.87675,-82.5337
"TBM2001120704",27.998517,-82.656917
"TBM2002010401",28.0006,-82.6537
"TBM2002020204",27.956717,-82.7106
"TBM2002020207",28.006333,-82.6484
"TBM2001111304",27.918417,-82.684167
"TBM2002020406",27.881667,-82.539783
"TBM2002021104",27.841617,-82.5411
"TBM2002030105",27.975067,-82.684033
"TBM2002030106",27.97065,-82.575383
"TBM2002030904",27.881933,-82.539617
"TBM2002040704",28.024567,-82.687867
"TBM2002041203",27.926317,-82.533483
"TBM2002041205",27.836583,-82.582917
"TBM2001120902",27.880433,-82.53225
"TBM2002010403",27.9708,-82.603883
"TBM2002011001",27.831767,-82.56375
"TBM2002020202",27.920083,-82.688233
"TBM2002020205",28.01035,-82.677433
"TBM2002020206",28.003117,-82.664417
"TBM2002020405",27.863833,-82.549367
"TBM2002030103",28.024367,-82.665833
"TBM2002030104",28.009133,-82.67665
"TBM2002030101",27.985217,-82.615967
"TBM2002030905",27.90395,-82.535183
"TBM2002030906",27.914567,-82.532883
"TBM2002030907",27.904017,-82.634417
"TBM2002040701",27.937133,-82.724567
"TBM2002040702",27.920067,-82.688433
"TBM2002010404",27.9536,-82.55015
"TBM2001111505",27.9715,-82.60965
"TBM2001120904",27.917167,-82.65
"TBM2002020208",27.984683,-82.61455
"TBM2002020407",27.90535,-82.538533
"TBM2002020408",27.87595,-82.598633
